Username,ID,Date,Session,Condition_Number,Condition_Description,Output_File,Stimuli_File,Procedure_File,Browser,DeviceType,OS,IP
AUR1755,oyqbt8tp9s,2022-09-22T17:37:20+00:00,1,23,"Version 23",Output_Session1_AUR1755_oyqbt8tp9s.csv,"updated stim.csv",Version23.csv,"Chrome Generic",Desktop,Win10,138.87.133.20
BJ9032,dpqy3mg9f1,2022-09-22T17:39:28+00:00,1,24,"Version 24",Output_Session1_BJ9032_dpqy3mg9f1.csv,"updated stim.csv",Version24.csv,"Safari Generic",Desktop,MacOSX,138.87.133.7
IR5777,skcz78ct8l,2022-09-22T17:41:02+00:00,1,25,"Version 25",Output_Session1_IR5777_skcz78ct8l.csv,"updated stim.csv",Version25.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.6
AC6629,tjzjqi2cc0,2022-09-22T18:08:24+00:00,1,26,"Version 26",Output_Session1_AC6629_tjzjqi2cc0.csv,"updated stim.csv",Version26.csv,DefaultProperties,unknown,unknown,68.234.222.115
LA2744,juw4iueo3v,2022-09-22T18:20:23+00:00,1,27,"Version 27",Output_Session1_LA2744_juw4iueo3v.csv,"updated stim.csv",Version27.csv,"Edge Generic",Desktop,Win10,138.87.133.18
SG9203,urznoi83pj,2022-09-22T18:45:08+00:00,1,28,"Version 28",Output_Session1_SG9203_urznoi83pj.csv,"updated stim.csv",Version28.csv,"Chrome Generic",Desktop,Win10,68.234.222.121
SL1979,5gjaqp2xlq,2022-09-22T18:58:06+00:00,1,29,"Version 29",Output_Session1_SL1979_5gjaqp2xlq.csv,"updated stim.csv",Version29.csv,"Chrome Generic",Desktop,MacOSX,174.209.38.87
FE0715,ljbispifxb,2022-09-22T19:11:54+00:00,1,30,"Version 30",Output_Session1_FE0715_ljbispifxb.csv,"updated stim.csv",Version30.csv,"Edge Generic",Desktop,Win10,138.87.133.8
JP2122,tky2n5f19m,2022-09-22T19:40:29+00:00,1,31,"Version 31",Output_Session1_JP2122_tky2n5f19m.csv,"updated stim.csv",Version31.csv,"Safari Generic",Desktop,MacOSX,138.87.133.3
PS9580,j8fet5ug7n,2022-09-22T20:14:05+00:00,1,32,"Version 32",Output_Session1_PS9580_j8fet5ug7n.csv,"updated stim.csv",Version32.csv,"Safari Generic",Desktop,MacOSX,138.87.133.5
JP9197,08n0aixv5v,2022-09-22T20:16:04+00:00,1,33,"Version 33",Output_Session1_JP9197_08n0aixv5v.csv,"updated stim.csv",Version33.csv,"Safari Generic",Desktop,MacOSX,138.87.133.14
CW5888,hoee3wdo8x,2022-09-22T20:50:39+00:00,1,34,"Version 34",Output_Session1_CW5888_hoee3wdo8x.csv,"updated stim.csv",Version34.csv,"Safari Generic",Desktop,MacOSX,68.234.222.98
SV2237,mtb2ztma9i,2022-09-22T20:52:23+00:00,1,35,"Version 35",Output_Session1_SV2237_mtb2ztma9i.csv,"updated stim.csv",Version35.csv,"Chrome Generic",Desktop,Win10,138.87.133.16
SW4407,tn3xw38jgo,2022-09-22T21:56:02+00:00,1,36,"Version 36",Output_Session1_SW4407_tn3xw38jgo.csv,"updated stim.csv",Version36.csv,"Chrome Generic",Desktop,Win10,69.243.131.29
AF6541,stma9x62ul,2022-09-22T22:04:03+00:00,1,37,"Version 37",Output_Session1_AF6541_stma9x62ul.csv,"updated stim.csv",Version37.csv,"Mobile Safari Generic","Mobile Phone",iOS,138.87.133.12
LB7205,vycoewwfb8,2022-09-22T22:17:32+00:00,1,38,"Version 38",Output_Session1_LB7205_vycoewwfb8.csv,"updated stim.csv",Version38.csv,"Edge Generic",Desktop,Win10,138.87.133.12
JM6264,64kpra3tob,2022-09-22T22:54:12+00:00,1,39,"Version 39",Output_Session1_JM6264_64kpra3tob.csv,"updated stim.csv",Version39.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.19
LH1949,p02g1tzjb9,2022-09-23T00:22:23+00:00,1,40,"Version 40",Output_Session1_LH1949_p02g1tzjb9.csv,"updated stim.csv",Version40.csv,"Chrome Generic",Desktop,MacOSX,98.215.62.26
AR0075,qkrdkpz92n,2022-09-23T01:10:40+00:00,1,41,"Version 41",Output_Session1_AR0075_qkrdkpz92n.csv,"updated stim.csv",Version41.csv,"Chrome Generic",Desktop,MacOSX,69.174.173.127
MT2739,c3p29d97bh,2022-09-23T02:27:19+00:00,1,42,"Version 42",Output_Session1_MT2739_c3p29d97bh.csv,"updated stim.csv",Version42.csv,"Chrome Generic",Desktop,Win10,73.51.27.154
7551,j5xhbgobzf,2022-09-23T14:08:33+00:00,1,43,"Version 43",Output_Session1_7551_j5xhbgobzf.csv,"updated stim.csv",Version43.csv,"Safari Generic",Desktop,MacOSX,68.234.222.53
BE3674,hb4idiog66,2022-09-23T16:53:42+00:00,1,44,"Version 44",Output_Session1_BE3674_hb4idiog66.csv,"updated stim.csv",Version44.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.2
SE5217,tmy0aks6wf,2022-09-23T16:55:12+00:00,1,45,"Version 45",Output_Session1_SE5217_tmy0aks6wf.csv,"updated stim.csv",Version45.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.16
KL7604,446ln5upgi,2022-09-23T18:11:20+00:00,1,46,"Version 46",Output_Session1_KL7604_446ln5upgi.csv,"updated stim.csv",Version46.csv,"Chrome Generic",Desktop,Win10,138.87.133.18
ac9377,cs19g78fk0,2022-09-23T18:33:18+00:00,1,47,"Version 47",Output_Session1_ac9377_cs19g78fk0.csv,"updated stim.csv",Version47.csv,"Chrome Generic",Desktop,MacOSX,162.211.34.199
LM8773,40771xbwmp,2022-09-23T18:43:15+00:00,1,48,"Version 48",Output_Session1_LM8773_40771xbwmp.csv,"updated stim.csv",Version48.csv,"Chrome Generic",Desktop,Win10,134.195.20.42
CM1875,b9lsovh45f,2022-09-23T19:40:49+00:00,1,49,"Version 49",Output_Session1_CM1875_b9lsovh45f.csv,"updated stim.csv",Version49.csv,"Chrome Generic",Desktop,MacOSX,68.180.95.239
NT0985,e3gwd9y0ow,2022-09-23T20:37:28+00:00,1,50,"Version 50",Output_Session1_NT0985_e3gwd9y0ow.csv,"updated stim.csv",Version50.csv,"Safari Generic",Desktop,MacOSX,138.87.133.20
RH0817,qgckdkvzjq,2022-09-23T22:17:58+00:00,1,1,"Version 1",Output_Session1_RH0817_qgckdkvzjq.csv,"updated stim.csv",Version1.csv,"Edge Generic",Desktop,Win10,73.168.41.73
GL1568,39p4oozrv2,2022-09-23T23:22:58+00:00,1,2,"Version 2",Output_Session1_GL1568_39p4oozrv2.csv,"updated stim.csv",Version2.csv,"Chrome Generic",Desktop,MacOSX,73.176.67.133
MG8930,xay3aimfd1,2022-09-23T23:35:03+00:00,1,3,"Version 3",Output_Session1_MG8930_xay3aimfd1.csv,"updated stim.csv",Version3.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.4
KM0058,i1c9sr0kht,2022-09-24T02:01:37+00:00,1,4,"Version 4",Output_Session1_KM0058_i1c9sr0kht.csv,"updated stim.csv",Version4.csv,"Chrome Generic",Desktop,Win10,138.87.133.6
IC8818,pfrq8qr8xy,2022-09-24T17:45:36+00:00,1,5,"Version 5",Output_Session1_IC8818_pfrq8qr8xy.csv,"updated stim.csv",Version5.csv,"Chrome Generic",Desktop,Win10,138.87.133.13
EL2514,mn83axrkkv,2022-09-24T20:07:36+00:00,1,6,"Version 6",Output_Session1_EL2514_mn83axrkkv.csv,"updated stim.csv",Version6.csv,"Chrome Generic",Desktop,Win10,67.167.83.222
HW2231,dxkhk5qbu6,2022-09-24T20:18:18+00:00,1,7,"Version 7",Output_Session1_HW2231_dxkhk5qbu6.csv,"updated stim.csv",Version7.csv,"Chrome Generic",Desktop,MacOSX,73.74.36.191
MH6227,i1888jwpc4,2022-09-24T22:26:09+00:00,1,8,"Version 8",Output_Session1_MH6227_i1888jwpc4.csv,"updated stim.csv",Version8.csv,"Chrome Generic",Desktop,MacOSX,216.171.40.22
GR8655,3o02uwivmx,2022-09-24T22:55:53+00:00,1,9,"Version 9",Output_Session1_GR8655_3o02uwivmx.csv,"updated stim.csv",Version9.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.1
KF0144,19j8okykhn,2022-09-25T01:14:23+00:00,1,10,"Version 10",Output_Session1_KF0144_19j8okykhn.csv,"updated stim.csv",Version10.csv,"Chrome Generic",Desktop,Win10,138.87.133.20
MN2268,1csh231lkf,2022-09-25T04:16:58+00:00,1,11,"Version 11",Output_Session1_MN2268_1csh231lkf.csv,"updated stim.csv",Version11.csv,"Safari Generic",Desktop,MacOSX,98.253.70.214
AP5326,2ckdckva6o,2022-09-25T16:53:16+00:00,1,12,"Version 12",Output_Session1_AP5326_2ckdckva6o.csv,"updated stim.csv",Version12.csv,"Chrome Generic",Desktop,Win10,138.87.133.11
RS8261,vssqcr086n,2022-09-25T17:47:00+00:00,1,13,"Version 13",Output_Session1_RS8261_vssqcr086n.csv,"updated stim.csv",Version13.csv,"Chrome Generic",Desktop,Win10,73.176.223.230
JC1307,2n294ro2fm,2022-09-25T18:05:04+00:00,1,14,"Version 14",Output_Session1_JC1307_2n294ro2fm.csv,"updated stim.csv",Version14.csv,"Chrome Generic",Desktop,MacOSX,162.211.34.175
SL1979,si4kx4az2g,2022-09-25T19:00:19+00:00,1,15,"Version 15",Output_Session1_SL1979_si4kx4az2g.csv,"updated stim.csv",Version15.csv,"Chrome Generic",Desktop,MacOSX,67.184.26.221
cs2074,qj1gmbv076,2022-09-25T19:19:40+00:00,1,16,"Version 16",Output_Session1_cs2074_qj1gmbv076.csv,"updated stim.csv",Version16.csv,"Edge Generic",Desktop,Win10,138.87.133.17
IR6461,aqs0tc11ry,2022-09-25T23:23:30+00:00,1,17,"Version 17",Output_Session1_IR6461_aqs0tc11ry.csv,"updated stim.csv",Version17.csv,"Safari Generic",Desktop,MacOSX,138.87.133.12
IR6461,cggohoqd5k,2022-09-25T23:25:14+00:00,1,18,"Version 18",Output_Session1_IR6461_cggohoqd5k.csv,"updated stim.csv",Version18.csv,"Safari Generic",Desktop,MacOSX,138.87.133.12
MK0365,n3687p9odt,2022-09-26T00:29:25+00:00,1,19,"Version 19",Output_Session1_MK0365_n3687p9odt.csv,"updated stim.csv",Version19.csv,"Safari Generic",Desktop,MacOSX,68.180.76.90
BC2326,r0j9kssh6o,2022-09-26T02:23:34+00:00,1,20,"Version 20",Output_Session1_BC2326_r0j9kssh6o.csv,"updated stim.csv",Version20.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.5
HO7749,3mkza5x0z4,2022-09-26T02:59:22+00:00,1,21,"Version 21",Output_Session1_HO7749_3mkza5x0z4.csv,"updated stim.csv",Version21.csv,"Edge Generic",Desktop,Win10,138.87.133.10
zk2203,t3mpzwa6s5,2022-09-26T03:17:04+00:00,1,22,"Version 22",Output_Session1_zk2203_t3mpzwa6s5.csv,"updated stim.csv",Version22.csv,"Mobile Safari Generic","Mobile Phone",iOS,138.87.133.3
ZK2203,ce1gkq3r9h,2022-09-26T04:06:31+00:00,1,23,"Version 23",Output_Session1_ZK2203_ce1gkq3r9h.csv,"updated stim.csv",Version23.csv,"Safari Generic",Desktop,MacOSX,138.87.133.12
JC3326,jcd3xhjx8b,2022-09-27T18:58:30+00:00,1,24,"Version 24",Output_Session1_JC3326_jcd3xhjx8b.csv,"updated stim.csv",Version24.csv,"Safari Generic",Desktop,MacOSX,138.87.133.20
CPB1188,fqf10joprd,2022-10-03T17:50:52+00:00,1,25,"Version 25",Output_Session1_CPB1188_fqf10joprd.csv,"updated stim.csv",Version25.csv,"Chrome Generic",Desktop,MacOSX,138.87.133.19
MS8663,xljz3urxb6,2022-10-06T17:28:40+00:00,1,26,"Version 26",Output_Session1_MS8663_xljz3urxb6.csv,"updated stim.csv",Version26.csv,"Mobile Safari Generic","Mobile Phone",iOS,138.87.133.13
VF6914,s2kqwl24e1,2022-10-06T22:30:35+00:00,1,27,"Version 27",Output_Session1_VF6914_s2kqwl24e1.csv,"updated stim.csv",Version27.csv,"Chrome Generic",Desktop,Win10,138.87.133.15
EK6026,w3g3amx9wx,2022-10-08T03:16:17+00:00,1,28,"Version 28",Output_Session1_EK6026_w3g3amx9wx.csv,"updated stim.csv",Version28.csv,"Chrome Generic",Desktop,MacOSX,68.180.95.239
DB4402,2mu9rtw5yx,2022-10-10T14:35:35+00:00,1,29,"Version 29",Output_Session1_DB4402_2mu9rtw5yx.csv,"updated stim.csv",Version29.csv,"Chrome 105.0",Desktop,Win10,69.174.173.73
EU5484,g3mm82264r,2022-10-12T19:25:28+00:00,1,30,"Version 30",Output_Session1_EU5484_g3mm82264r.csv,"updated stim.csv",Version30.csv,"Chrome 100.0",Desktop,MacOSX,138.87.133.18
OB0649,lry661mvco,2022-10-19T16:44:27+00:00,1,31,"Version 31",Output_Session1_OB0649_lry661mvco.csv,"updated stim.csv",Version31.csv,"Chrome 106.0",Desktop,MacOSX,138.87.133.12
LH7376,vl0o4m2xrq,2022-11-01T04:19:56+00:00,1,32,"Version 32",Output_Session1_LH7376_vl0o4m2xrq.csv,"updated stim.csv",Version32.csv,"Chrome 106.0",Desktop,MacOSX,68.180.95.227
