"cue","response","AFS","AFSS"
"absinthe","medicate",0.032258064516129,20
"absinthe","eat",0.032258064516129,20
"absinthe","bathe",0.032258064516129,20
"absinthe","clean",0.032258064516129,20
"absinthe","shower",0.032258064516129,20
"absinthe","make",0.032258064516129,20
"absinthe","pour",0.032258064516129,20
"absinthe","spill",0.032258064516129,20
"absinthe","consume",0.032258064516129,20
"absinthe","stir",0.032258064516129,20
"accessory","wear",0.232142857142857,28
"accessory","buy",0.107142857142857,28
"accessory","sell",0.0892857142857143,28
"accessory","decorate",0.0535714285714286,28
"accessory","give",0.0357142857142857,28
"accessory","gift",0.0357142857142857,28
"accessory","share",0.0357142857142857,28
"accessory","use",0.0357142857142857,28
"accessory","throw",0.0357142857142857,28
"accessory","show",0.0178571428571429,28
"accessory","assist",0.0178571428571429,28
"accessory","draw",0.0178571428571429,28
"accessory","help",0.0178571428571429,28
"accessory","look",0.0178571428571429,28
"accessory","make",0.0178571428571429,28
"accessory","modify",0.0178571428571429,28
"accessory","burn",0.0178571428571429,28
"accessory","find",0.0178571428571429,28
"accessory","return",0.0178571428571429,28
"accessory","lose",0.0178571428571429,28
"accessory","store",0.0178571428571429,28
"accessory","personalize",0.0178571428571429,28
"accessory","arrange",0.0178571428571429,28
"accessory","lend",0.0178571428571429,28
"accessory","create",0.0178571428571429,28
"accessory","put",0.0178571428571429,28
"accessory","hear",0.0178571428571429,28
"accessory","hold",0.0178571428571429,28
"accordion","play",0.254901960784314,26
"accordion","music",0.156862745098039,26
"accordion","instrument",0.0588235294117647,26
"accordion","practice",0.0392156862745098,26
"accordion","squeeze",0.0392156862745098,26
"accordion","break",0.0392156862745098,26
"accordion","buy",0.0392156862745098,26
"accordion","learn",0.0196078431372549,26
"accordion","teach",0.0196078431372549,26
"accordion","tune",0.0196078431372549,26
"accordion","move",0.0196078431372549,26
"accordion","listen",0.0196078431372549,26
"accordion","enjoy",0.0196078431372549,26
"accordion","step",0.0196078431372549,26
"accordion","cut",0.0196078431372549,26
"accordion","draw",0.0196078431372549,26
"accordion","put away",0.0196078431372549,26
"accordion","perform",0.0196078431372549,26
"accordion","sell",0.0196078431372549,26
"accordion","steal",0.0196078431372549,26
"accordion","song",0.0196078431372549,26
"accordion","press",0.0196078431372549,26
"accordion","produce",0.0196078431372549,26
"accordion","folk",0.0196078431372549,26
"accordion","bring",0.0196078431372549,26
"accordion","joy",0.0196078431372549,26
"accountant","tax",0.111111111111111,31
"accountant","work",0.0888888888888889,31
"accountant","see",0.0444444444444444,31
"accountant","manage",0.0444444444444444,31
"accountant","count",0.0444444444444444,31
"accountant","calculate",0.0444444444444444,31
"accountant","add",0.0444444444444444,31
"accountant","help",0.0444444444444444,31
"accountant","talk",0.0444444444444444,31
"accountant","call",0.0222222222222222,31
"accountant","consult",0.0222222222222222,31
"accountant","organize",0.0222222222222222,31
"accountant","speak",0.0222222222222222,31
"accountant","study",0.0222222222222222,31
"accountant","subtract",0.0222222222222222,31
"accountant","multiply",0.0222222222222222,31
"accountant","divide",0.0222222222222222,31
"accountant","tabulat",0.0222222222222222,31
"accountant","file",0.0222222222222222,31
"accountant","combine",0.0222222222222222,31
"accountant","keep",0.0222222222222222,31
"accountant","track",0.0222222222222222,31
"accountant","spend",0.0222222222222222,31
"accountant","bank",0.0222222222222222,31
"accountant","expenses",0.0222222222222222,31
"accountant","return",0.0222222222222222,31
"accountant","take",0.0222222222222222,31
"accountant","paperwork",0.0222222222222222,31
"accountant","pay",0.0222222222222222,31
"accountant","ask",0.0222222222222222,31
"accountant","question",0.0222222222222222,31
"acne","pop",0.129032258064516,21
"acne","pick",0.0967741935483871,21
"acne","treat",0.0967741935483871,21
"acne","bump",0.0645161290322581,21
"acne","clear",0.0645161290322581,21
"acne","cover",0.0645161290322581,21
"acne","break",0.032258064516129,21
"acne","irritate",0.032258064516129,21
"acne","scar",0.032258064516129,21
"acne","care",0.032258064516129,21
"acne","hide",0.032258064516129,21
"acne","scare",0.032258064516129,21
"acne","identify",0.032258064516129,21
"acne","experiment",0.032258064516129,21
"acne","take",0.032258064516129,21
"acne","spread",0.032258064516129,21
"acne","iritate",0.032258064516129,21
"acne","wash",0.032258064516129,21
"acne","bully",0.032258064516129,21
"acne","study",0.032258064516129,21
"acne","annoy",0.032258064516129,21
"acorn","eat",0.146666666666667,29
"acorn","throw",0.12,29
"acorn","feed",0.0666666666666667,29
"acorn","decorate",0.0533333333333333,29
"acorn","pick",0.0533333333333333,29
"acorn","plant",0.0533333333333333,29
"acorn","food",0.0533333333333333,29
"acorn","collect",0.04,29
"acorn","plan",0.04,29
"acorn","step",0.04,29
"acorn","cook",0.0266666666666667,29
"acorn","crack",0.0266666666666667,29
"acorn","bury",0.0266666666666667,29
"acorn","grow",0.0266666666666667,29
"acorn","see",0.0266666666666667,29
"acorn","give",0.0266666666666667,29
"acorn","dodge ball",0.0133333333333333,29
"acorn","squirrel",0.0133333333333333,29
"acorn","smash",0.0133333333333333,29
"acorn","step on",0.0133333333333333,29
"acorn","rake",0.0133333333333333,29
"acorn","create",0.0133333333333333,29
"acorn","start",0.0133333333333333,29
"acorn","fight",0.0133333333333333,29
"acorn","fall",0.0133333333333333,29
"acorn","bait",0.0133333333333333,29
"acorn","play",0.0133333333333333,29
"acorn","kick",0.0133333333333333,29
"acorn","crush",0.0133333333333333,29
"acrobat","entertain",0.0967741935483871,23
"acrobat","perform",0.0967741935483871,23
"acrobat","fly",0.0645161290322581,23
"acrobat","work",0.0645161290322581,23
"acrobat","watch",0.0645161290322581,23
"acrobat","reach",0.0645161290322581,23
"acrobat","cartwheel",0.032258064516129,23
"acrobat","see",0.032258064516129,23
"acrobat","swing",0.032258064516129,23
"acrobat","wear",0.032258064516129,23
"acrobat","fight",0.032258064516129,23
"acrobat","act",0.032258064516129,23
"acrobat","dance",0.032258064516129,23
"acrobat","sneak",0.032258064516129,23
"acrobat","become",0.032258064516129,23
"acrobat","flex",0.032258064516129,23
"acrobat","hurt",0.032258064516129,23
"acrobat","teach",0.032258064516129,23
"acrobat","talk",0.032258064516129,23
"acrobat","compliment",0.032258064516129,23
"acrobat","insult",0.032258064516129,23
"acrobat","cheer",0.032258064516129,23
"acrobat","trick",0.032258064516129,23
"actor","act",0.289473684210526,17
"actor","play",0.157894736842105,17
"actor","perform",0.131578947368421,17
"actor","show",0.0526315789473684,17
"actor","entertain",0.0526315789473684,17
"actor","gesture",0.0263157894736842,17
"actor","sign",0.0263157894736842,17
"actor","watch",0.0263157894736842,17
"actor","listen",0.0263157894736842,17
"actor","pretend",0.0263157894736842,17
"actor","sing",0.0263157894736842,17
"actor","cry",0.0263157894736842,17
"actor","laugh",0.0263157894736842,17
"actor","yell",0.0263157894736842,17
"actor","punch",0.0263157894736842,17
"actor","serve",0.0263157894736842,17
"actor","run",0.0263157894736842,17
"actress","watch",0.116279069767442,28
"actress","act",0.116279069767442,28
"actress","play",0.0697674418604651,28
"actress","see",0.0697674418604651,28
"actress","enjoy",0.0465116279069767,28
"actress","sing",0.0465116279069767,28
"actress","show",0.0465116279069767,28
"actress","endorse",0.0232558139534884,28
"actress","fool",0.0232558139534884,28
"actress","talk",0.0232558139534884,28
"actress","cry",0.0232558139534884,28
"actress","laugh",0.0232558139534884,28
"actress","produce",0.0232558139534884,28
"actress","want",0.0232558139534884,28
"actress","grow",0.0232558139534884,28
"actress","pretend",0.0232558139534884,28
"actress","compliment",0.0232558139534884,28
"actress","critique",0.0232558139534884,28
"actress","congratulate",0.0232558139534884,28
"actress","perform",0.0232558139534884,28
"actress","roleplay",0.0232558139534884,28
"actress","dance",0.0232558139534884,28
"actress","touch",0.0232558139534884,28
"actress","kiss",0.0232558139534884,28
"actress","hit",0.0232558139534884,28
"actress","hold",0.0232558139534884,28
"actress","hug",0.0232558139534884,28
"actress","admire",0.0232558139534884,28
"acupuncture","relax",0.125,22
"acupuncture","therapy",0.09375,22
"acupuncture","heal",0.0625,22
"acupuncture","poke",0.0625,22
"acupuncture","stab",0.0625,22
"acupuncture","relief",0.0625,22
"acupuncture","relieve",0.0625,22
"acupuncture","weapon",0.03125,22
"acupuncture","pain",0.03125,22
"acupuncture","stress",0.03125,22
"acupuncture","effect",0.03125,22
"acupuncture","quit",0.03125,22
"acupuncture","elevate",0.03125,22
"acupuncture","recover",0.03125,22
"acupuncture","study",0.03125,22
"acupuncture","buy",0.03125,22
"acupuncture","sell",0.03125,22
"acupuncture","insert",0.03125,22
"acupuncture","practice",0.03125,22
"acupuncture","fix",0.03125,22
"acupuncture","massage",0.03125,22
"acupuncture","stimulate",0.03125,22
"adapter","charge",0.208333333333333,18
"adapter","use",0.0833333333333333,18
"adapter","share",0.0833333333333333,18
"adapter","forget",0.0416666666666667,18
"adapter","need",0.0416666666666667,18
"adapter","plug",0.0416666666666667,18
"adapter","power",0.0416666666666667,18
"adapter","plugge",0.0416666666666667,18
"adapter","clean",0.0416666666666667,18
"adapter","gift",0.0416666666666667,18
"adapter","throw",0.0416666666666667,18
"adapter","scrap",0.0416666666666667,18
"adapter","play",0.0416666666666667,18
"adapter","educate",0.0416666666666667,18
"adapter","learn",0.0416666666666667,18
"adapter","take",0.0416666666666667,18
"adapter","hook up",0.0416666666666667,18
"adapter","adapt",0.0416666666666667,18
"addict","help",0.230769230769231,11
"addict","befriend",0.0769230769230769,11
"addict","find",0.0769230769230769,11
"addict","receive",0.0769230769230769,11
"addict","respect",0.0769230769230769,11
"addict","take",0.0769230769230769,11
"addict","recover",0.0769230769230769,11
"addict","intervene",0.0769230769230769,11
"addict","feel",0.0769230769230769,11
"addict","snort",0.0769230769230769,11
"addict","focus",0.0769230769230769,11
"adult","help",0.1,18
"adult","learn",0.1,18
"adult","employ",0.05,18
"adult","friend",0.05,18
"adult","guidance",0.05,18
"adult","teach",0.05,18
"adult","pay",0.05,18
"adult","drive",0.05,18
"adult","buy",0.05,18
"adult","chaperon",0.05,18
"adult","comforte",0.05,18
"adult","care",0.05,18
"adult","watch",0.05,18
"adult","order",0.05,18
"adult","talk",0.05,18
"adult","hug",0.05,18
"adult","kiss",0.05,18
"adult","work",0.05,18
"advisor","ask",0.152542372881356,27
"advisor","help",0.11864406779661,27
"advisor","advice",0.0677966101694915,27
"advisor","speak",0.0677966101694915,27
"advisor","talk",0.0677966101694915,27
"advisor","question",0.0677966101694915,27
"advisor","plan",0.0508474576271186,27
"advisor","schedule",0.0508474576271186,27
"advisor","advise",0.0338983050847458,27
"advisor","use",0.0338983050847458,27
"advisor","manage",0.0169491525423729,27
"advisor","need",0.0169491525423729,27
"advisor","prepare",0.0169491525423729,27
"advisor","tell",0.0169491525423729,27
"advisor","decide",0.0169491525423729,27
"advisor","call",0.0169491525423729,27
"advisor","email",0.0169491525423729,27
"advisor","pay",0.0169491525423729,27
"advisor","guide",0.0169491525423729,27
"advisor","utilize",0.0169491525423729,27
"advisor","meet",0.0169491525423729,27
"advisor","mentor",0.0169491525423729,27
"advisor","go",0.0169491525423729,27
"advisor","recommend",0.0169491525423729,27
"advisor","resource",0.0169491525423729,27
"advisor","inform",0.0169491525423729,27
"advisor","assist",0.0169491525423729,27
"afro","comb",0.172413793103448,18
"afro","style",0.172413793103448,18
"afro","dry",0.0689655172413793,18
"afro","pick",0.0689655172413793,18
"afro","wash",0.0689655172413793,18
"afro","brush",0.0344827586206897,18
"afro","clean",0.0344827586206897,18
"afro","dye",0.0344827586206897,18
"afro","tease",0.0344827586206897,18
"afro","care",0.0344827586206897,18
"afro","wear",0.0344827586206897,18
"afro","comfort",0.0344827586206897,18
"afro","touch",0.0344827586206897,18
"afro","admire",0.0344827586206897,18
"afro","educate",0.0344827586206897,18
"afro","play",0.0344827586206897,18
"afro","cut",0.0344827586206897,18
"afro","curl",0.0344827586206897,18
"aftershave","shave",0.16,17
"aftershave","wear",0.12,17
"aftershave","smell",0.12,17
"aftershave","spray",0.08,17
"aftershave","hydrate",0.04,17
"aftershave","rinse",0.04,17
"aftershave","rub",0.04,17
"aftershave","rub in",0.04,17
"aftershave","wash",0.04,17
"aftershave","touch",0.04,17
"aftershave","cool",0.04,17
"aftershave","protect",0.04,17
"aftershave","moisturize",0.04,17
"aftershave","drink",0.04,17
"aftershave","throw",0.04,17
"aftershave","use",0.04,17
"aftershave","scoop",0.04,17
"aircraft","fly",0.105263157894737,25
"aircraft","ride",0.0789473684210526,25
"aircraft","travel",0.0789473684210526,25
"aircraft","crash",0.0789473684210526,25
"aircraft","flie",0.0526315789473684,25
"aircraft","send",0.0526315789473684,25
"aircraft","transport",0.0526315789473684,25
"aircraft","land",0.0526315789473684,25
"aircraft","build",0.0263157894736842,25
"aircraft","carry",0.0263157894736842,25
"aircraft","adventure",0.0263157894736842,25
"aircraft","flow",0.0263157894736842,25
"aircraft","hold",0.0263157894736842,25
"aircraft","lift",0.0263157894736842,25
"aircraft","mail",0.0263157894736842,25
"aircraft","shoot",0.0263157894736842,25
"aircraft","sightsee",0.0263157894736842,25
"aircraft","skydive",0.0263157894736842,25
"aircraft","clean",0.0263157894736842,25
"aircraft","sit",0.0263157894736842,25
"aircraft","toy",0.0263157894736842,25
"aircraft","pollute",0.0263157894736842,25
"aircraft","trade",0.0263157894736842,25
"aircraft","takeoff",0.0263157894736842,25
"aircraft","watch",0.0263157894736842,25
"aircraftsman","fly",0.375,6
"aircraftsman","defend",0.125,6
"aircraftsman","pilot",0.125,6
"aircraftsman","explore",0.125,6
"aircraftsman","play",0.125,6
"aircraftsman","create",0.125,6
"airman","fly",0.3125,12
"airman","ride",0.0625,12
"airman","salut",0.0625,12
"airman","thanke",0.0625,12
"airman","maintain",0.0625,12
"airman","talk",0.0625,12
"airman","speak",0.0625,12
"airman","pass",0.0625,12
"airman","fight",0.0625,12
"airman","war",0.0625,12
"airman","sue",0.0625,12
"airman","direct",0.0625,12
"airplane","travel",0.138888888888889,25
"airplane","fly",0.138888888888889,25
"airplane","ride",0.0833333333333333,25
"airplane","war",0.0555555555555556,25
"airplane","far",0.0277777777777778,25
"airplane","fight",0.0277777777777778,25
"airplane","fix",0.0277777777777778,25
"airplane","experience",0.0277777777777778,25
"airplane","ruin",0.0277777777777778,25
"airplane","drink",0.0277777777777778,25
"airplane","eat",0.0277777777777778,25
"airplane","enjoy",0.0277777777777778,25
"airplane","move",0.0277777777777778,25
"airplane","transport",0.0277777777777778,25
"airplane","hijack",0.0277777777777778,25
"airplane","trade",0.0277777777777778,25
"airplane","work",0.0277777777777778,25
"airplane","flie",0.0277777777777778,25
"airplane","play",0.0277777777777778,25
"airplane","look",0.0277777777777778,25
"airplane","work on",0.0277777777777778,25
"airplane","sleep",0.0277777777777778,25
"airplane","sit",0.0277777777777778,25
"airplane","crash",0.0277777777777778,25
"airplane","carry",0.0277777777777778,25
"album","listen",0.214285714285714,31
"album","music",0.107142857142857,31
"album","sell",0.0714285714285714,31
"album","write",0.0535714285714286,31
"album","create",0.0357142857142857,31
"album","produce",0.0357142857142857,31
"album","decorate",0.0357142857142857,31
"album","memory",0.0357142857142857,31
"album","design",0.0178571428571429,31
"album","put",0.0178571428571429,31
"album","reflection",0.0178571428571429,31
"album","sing",0.0178571428571429,31
"album","destroy",0.0178571428571429,31
"album","critique",0.0178571428571429,31
"album","display",0.0178571428571429,31
"album","insert",0.0178571428571429,31
"album","play",0.0178571428571429,31
"album","clean",0.0178571428571429,31
"album","buy",0.0178571428571429,31
"album","record",0.0178571428571429,31
"album","suggest",0.0178571428571429,31
"album","collect",0.0178571428571429,31
"album","store",0.0178571428571429,31
"album","appreciate",0.0178571428571429,31
"album","keep",0.0178571428571429,31
"album","look",0.0178571428571429,31
"album","make",0.0178571428571429,31
"album","tear",0.0178571428571429,31
"album","throw away",0.0178571428571429,31
"album","photgraph",0.0178571428571429,31
"album","art",0.0178571428571429,31
"alcohol","drink",0.214285714285714,22
"alcohol","ferment",0.0714285714285714,22
"alcohol","cook",0.0357142857142857,22
"alcohol","mix",0.0357142857142857,22
"alcohol","put in",0.0357142857142857,22
"alcohol","sanitize",0.0357142857142857,22
"alcohol","give",0.0357142857142857,22
"alcohol","gift",0.0357142857142857,22
"alcohol","carry",0.0357142857142857,22
"alcohol","hide",0.0357142857142857,22
"alcohol","fun",0.0357142857142857,22
"alcohol","forget",0.0357142857142857,22
"alcohol","drive",0.0357142857142857,22
"alcohol","party",0.0357142857142857,22
"alcohol","ingest",0.0357142857142857,22
"alcohol","sip",0.0357142857142857,22
"alcohol","throw",0.0357142857142857,22
"alcohol","spit",0.0357142857142857,22
"alcohol","fix",0.0357142857142857,22
"alcohol","intoxicate",0.0357142857142857,22
"alcohol","celebrate",0.0357142857142857,22
"alcohol","smell",0.0357142857142857,22
"ale","drink",0.409090909090909,12
"ale","intoxicate",0.0909090909090909,12
"ale","throw",0.0909090909090909,12
"ale","disinfect",0.0454545454545455,12
"ale","pour",0.0454545454545455,12
"ale","pale",0.0454545454545455,12
"ale","gift",0.0454545454545455,12
"ale","make",0.0454545454545455,12
"ale","mix",0.0454545454545455,12
"ale","marinate",0.0454545454545455,12
"ale","celebrate",0.0454545454545455,12
"ale","use",0.0454545454545455,12
"alfalfa","eat",0.138888888888889,23
"alfalfa","grow",0.138888888888889,23
"alfalfa","feed",0.0833333333333333,23
"alfalfa","cook",0.0555555555555556,23
"alfalfa","give",0.0555555555555556,23
"alfalfa","garden",0.0555555555555556,23
"alfalfa","food",0.0277777777777778,23
"alfalfa","frolic",0.0277777777777778,23
"alfalfa","garnish",0.0277777777777778,23
"alfalfa","mow",0.0277777777777778,23
"alfalfa","season",0.0277777777777778,23
"alfalfa","sit",0.0277777777777778,23
"alfalfa","watch",0.0277777777777778,23
"alfalfa","cut",0.0277777777777778,23
"alfalfa","spraie",0.0277777777777778,23
"alfalfa","consume",0.0277777777777778,23
"alfalfa","plant",0.0277777777777778,23
"alfalfa","display",0.0277777777777778,23
"alfalfa","produce",0.0277777777777778,23
"alfalfa","decorate",0.0277777777777778,23
"alfalfa","put",0.0277777777777778,23
"alfalfa","blend",0.0277777777777778,23
"alfalfa","make",0.0277777777777778,23
"algae","study",0.137931034482759,18
"algae","grow",0.103448275862069,18
"algae","eat",0.103448275862069,18
"algae","clean",0.0689655172413793,18
"algae","plant",0.0689655172413793,18
"algae","remove",0.0689655172413793,18
"algae","feed",0.0689655172413793,18
"algae","shelter",0.0344827586206897,18
"algae","throw away",0.0344827586206897,18
"algae","analyze",0.0344827586206897,18
"algae","kill",0.0344827586206897,18
"algae","fight",0.0344827586206897,18
"algae","decorate",0.0344827586206897,18
"algae","cure",0.0344827586206897,18
"algae","cook",0.0344827586206897,18
"algae","biology",0.0344827586206897,18
"algae","medicine",0.0344827586206897,18
"algae","slip",0.0344827586206897,18
"almanac","read",0.210526315789474,15
"almanac","study",0.105263157894737,15
"almanac","burn",0.0526315789473684,15
"almanac","check",0.0526315789473684,15
"almanac","forecast",0.0526315789473684,15
"almanac","farm",0.0526315789473684,15
"almanac","predict",0.0526315789473684,15
"almanac","stack",0.0526315789473684,15
"almanac","recite",0.0526315789473684,15
"almanac","fire",0.0526315789473684,15
"almanac","door stop",0.0526315789473684,15
"almanac","collect",0.0526315789473684,15
"almanac","grow",0.0526315789473684,15
"almanac","hunt",0.0526315789473684,15
"almanac","find",0.0526315789473684,15
"almond","eat",0.176470588235294,23
"almond","bake",0.117647058823529,23
"almond","snack",0.0882352941176471,23
"almond","chew",0.0588235294117647,23
"almond","garish",0.0294117647058824,23
"almond","put in",0.0294117647058824,23
"almond","share",0.0294117647058824,23
"almond","shave",0.0294117647058824,23
"almond","draw",0.0294117647058824,23
"almond","topping",0.0294117647058824,23
"almond","cook",0.0294117647058824,23
"almond","harvest",0.0294117647058824,23
"almond","farm",0.0294117647058824,23
"almond","milk",0.0294117647058824,23
"almond","drink",0.0294117647058824,23
"almond","food",0.0294117647058824,23
"almond","turn",0.0294117647058824,23
"almond","count",0.0294117647058824,23
"almond","smash",0.0294117647058824,23
"almond","break",0.0294117647058824,23
"almond","spit",0.0294117647058824,23
"almond","trade",0.0294117647058824,23
"almond","crush",0.0294117647058824,23
"altar","marry",0.137931034482759,19
"altar","pray",0.137931034482759,19
"altar","sacrifice",0.0689655172413793,19
"altar","walk",0.0689655172413793,19
"altar","wedding",0.0689655172413793,19
"altar","stand",0.0689655172413793,19
"altar","service",0.0344827586206897,19
"altar","cover",0.0344827586206897,19
"altar","cry",0.0344827586206897,19
"altar","decorate",0.0344827586206897,19
"altar","praise",0.0344827586206897,19
"altar","preach",0.0344827586206897,19
"altar","take",0.0344827586206897,19
"altar","worship",0.0344827586206897,19
"altar","wed",0.0344827586206897,19
"altar","ceremony",0.0344827586206897,19
"altar","marriage",0.0344827586206897,19
"altar","look",0.0344827586206897,19
"altar","destroy",0.0344827586206897,19
"altarpiece","look",0.102564102564103,25
"altarpiece","observe",0.0769230769230769,25
"altarpiece","place",0.0769230769230769,25
"altarpiece","pray",0.0769230769230769,25
"altarpiece","decorate",0.0769230769230769,25
"altarpiece","worship",0.0769230769230769,25
"altarpiece","put",0.0512820512820513,25
"altarpiece","adorn",0.0256410256410256,25
"altarpiece","lay",0.0256410256410256,25
"altarpiece","service",0.0256410256410256,25
"altarpiece","depict",0.0256410256410256,25
"altarpiece","hold",0.0256410256410256,25
"altarpiece","kiss",0.0256410256410256,25
"altarpiece","hug",0.0256410256410256,25
"altarpiece","throw",0.0256410256410256,25
"altarpiece","stand",0.0256410256410256,25
"altarpiece","sow",0.0256410256410256,25
"altarpiece","use",0.0256410256410256,25
"altarpiece","lean",0.0256410256410256,25
"altarpiece","symbol",0.0256410256410256,25
"altarpiece","sacrifice",0.0256410256410256,25
"altarpiece","ceremony",0.0256410256410256,25
"altarpiece","destroy",0.0256410256410256,25
"altarpiece","rebuild",0.0256410256410256,25
"altarpiece","organize",0.0256410256410256,25
"aluminum","wrap",0.230769230769231,16
"aluminum","store",0.0769230769230769,16
"aluminum","keep",0.0769230769230769,16
"aluminum","hot",0.0769230769230769,16
"aluminum","cover",0.0769230769230769,16
"aluminum","build",0.0769230769230769,16
"aluminum","turn",0.0384615384615385,16
"aluminum","shape",0.0384615384615385,16
"aluminum","fold",0.0384615384615385,16
"aluminum","cut",0.0384615384615385,16
"aluminum","forge",0.0384615384615385,16
"aluminum","melt",0.0384615384615385,16
"aluminum","bend",0.0384615384615385,16
"aluminum","sculpt",0.0384615384615385,16
"aluminum","drink",0.0384615384615385,16
"aluminum","hold",0.0384615384615385,16
"ambulance","ride",0.208333333333333,13
"ambulance","transport",0.125,13
"ambulance","help",0.125,13
"ambulance","drive",0.0833333333333333,13
"ambulance","carry",0.0833333333333333,13
"ambulance","save",0.0833333333333333,13
"ambulance","follow",0.0416666666666667,13
"ambulance","protect",0.0416666666666667,13
"ambulance","lay",0.0416666666666667,13
"ambulance","listen",0.0416666666666667,13
"ambulance","watch",0.0416666666666667,13
"ambulance","pull",0.0416666666666667,13
"ambulance","provide",0.0416666666666667,13
"ammo","shoot",0.256410256410256,28
"ammo","reload",0.0512820512820513,28
"ammo","hunt",0.0512820512820513,28
"ammo","put in",0.0256410256410256,28
"ammo","harm",0.0256410256410256,28
"ammo","weapon",0.0256410256410256,28
"ammo","collect",0.0256410256410256,28
"ammo","stab",0.0256410256410256,28
"ammo","target",0.0256410256410256,28
"ammo","hurt",0.0256410256410256,28
"ammo","war",0.0256410256410256,28
"ammo","throw",0.0256410256410256,28
"ammo","dissect",0.0256410256410256,28
"ammo","debate",0.0256410256410256,28
"ammo","blow",0.0256410256410256,28
"ammo","stash",0.0256410256410256,28
"ammo","stow",0.0256410256410256,28
"ammo","carry",0.0256410256410256,28
"ammo","pass",0.0256410256410256,28
"ammo","install",0.0256410256410256,28
"ammo","buy",0.0256410256410256,28
"ammo","trade",0.0256410256410256,28
"ammo","sell",0.0256410256410256,28
"ammo","fire",0.0256410256410256,28
"ammo","expend",0.0256410256410256,28
"ammo","load",0.0256410256410256,28
"ammo","store",0.0256410256410256,28
"ammo","purchase",0.0256410256410256,28
"ammunition","shoot",0.185185185185185,19
"ammunition","kill",0.111111111111111,19
"ammunition","load",0.0740740740740741,19
"ammunition","battle",0.0740740740740741,19
"ammunition","fire",0.037037037037037,19
"ammunition","murder",0.037037037037037,19
"ammunition","find",0.037037037037037,19
"ammunition","fight",0.037037037037037,19
"ammunition","defense",0.037037037037037,19
"ammunition","weapon",0.037037037037037,19
"ammunition","buy",0.037037037037037,19
"ammunition","sell",0.037037037037037,19
"ammunition","trade",0.037037037037037,19
"ammunition","scare",0.037037037037037,19
"ammunition","protect",0.037037037037037,19
"ammunition","war",0.037037037037037,19
"ammunition","rob",0.037037037037037,19
"ammunition","make",0.037037037037037,19
"ammunition","put",0.037037037037037,19
"amphetamine","take",0.19047619047619,15
"amphetamine","meth",0.142857142857143,15
"amphetamine","use",0.0952380952380952,15
"amphetamine","pain relief",0.0476190476190476,15
"amphetamine","try",0.0476190476190476,15
"amphetamine","throw away",0.0476190476190476,15
"amphetamine","drug",0.0476190476190476,15
"amphetamine","alter mood",0.0476190476190476,15
"amphetamine","awake",0.0476190476190476,15
"amphetamine","suppress",0.0476190476190476,15
"amphetamine","digest",0.0476190476190476,15
"amphetamine","prescribe",0.0476190476190476,15
"amphetamine","buy",0.0476190476190476,15
"amphetamine","help",0.0476190476190476,15
"amphetamine","perform",0.0476190476190476,15
"amphibian","pet",0.224489795918367,29
"amphibian","eat",0.0816326530612245,29
"amphibian","study",0.0816326530612245,29
"amphibian","play",0.0408163265306122,29
"amphibian","step on",0.0408163265306122,29
"amphibian","hold",0.0408163265306122,29
"amphibian","kill",0.0408163265306122,29
"amphibian","bait",0.0204081632653061,29
